TF,gene,effect
ArgR,ycbU,+
ArgR,ycbU,-
ArgR,ycbV,+
ArgR,ycbV,-
ArgR,ycbF,+
ArgR,ycbF,-
ArgR,ycbW,+
ArgR,ycbW,-
ArgR,ycfD,+
ArgR,ycfD,-
ArgR,narL,+
ArgR,narL,-
ArgR,puuB,+
ArgR,puuE,+
ArgR,ydeN,+
ArgR,ydeN,-
ArgR,ydgI,-
ArgR,folM,-
ArgR,pfkB,-
ArgR,astE,+
ArgR,astE,+
ArgR,astB,+
ArgR,astB,+
ArgR,astD,+
ArgR,astD,+
ArgR,astA,+
ArgR,astA,+
ArgR,astC,+
ArgR,astC,+
ArgR,yeaJ,+
ArgR,yeaJ,-
ArgR,yoaI,+
ArgR,yoaI,-
ArgR,yeaL,+
ArgR,yeaL,-
ArgR,hchA,-
ArgR,asnT,+
ArgR,asnT,-
ArgR,hisL,-
ArgR,hisG,-
ArgR,hisD,-
ArgR,hisC,-
ArgR,hisB,-
ArgR,hisH,-
ArgR,hisA,-
ArgR,hisF,-
ArgR,hisI,-
ArgR,galS,+
ArgR,yfcC,-
ArgR,hisP,-
ArgR,hisP,-
ArgR,hisM,-
ArgR,hisM,-
ArgR,hisQ,-
ArgR,hisQ,-
ArgR,hisJ,-
ArgR,hisJ,-
ArgR,ubiX,-
ArgR,purF,-
ArgR,cvpA,-
ArgR,yffL,+
ArgR,yffL,-
ArgR,eutM,+
ArgR,eutD,+
ArgR,eutT,+
ArgR,eutQ,+
ArgR,eutP,+
ArgR,eutS,+
ArgR,yffB,+
ArgR,dapE,+
ArgR,hcaT,+
ArgR,hcaT,-
ArgR,yqaE,-
ArgR,stpA,-
ArgR,argA,-
ArgR,argA,-
ArgR,plsC,+
ArgR,yraQ,+
ArgR,yraQ,-
ArgR,pnp,-
ArgR,rpsO,-
ArgR,truB,-
ArgR,rbfA,-
ArgR,infB,-
ArgR,nusA,-
ArgR,rimP,-
ArgR,metY,-
ArgR,metY,-
ArgR,rimP,-
ArgR,nusA,-
ArgR,infB,-
ArgR,rbfA,-
ArgR,truB,-
ArgR,rpsO,-
ArgR,pnp,-
ArgR,argG,-
ArgR,argG,-
ArgR,glmM,-
ArgR,gltB,-
ArgR,gltD,-
ArgR,gltF,-
ArgR,gltB,-
ArgR,gltD,-
ArgR,gltF,-
ArgR,argR,-
ArgR,argR,-
ArgR,mreD,-
ArgR,mreC,-
ArgR,mreB,-
ArgR,argD,-
ArgR,argD,-
ArgR,trpS,-
ArgR,gph,-
ArgR,rpe,-
ArgR,dam,-
ArgR,damX,-
ArgR,aroB,-
ArgR,aroK,-
ArgR,waaK,-
ArgR,rfaZ,-
ArgR,waaY,-
ArgR,waaJ,-
ArgR,waaI,-
ArgR,waaB,-
ArgR,rfaS,-
ArgR,waaP,-
ArgR,waaG,-
ArgR,waaQ,-
ArgR,atpC,-
ArgR,atpD,-
ArgR,atpG,-
ArgR,atpA,-
ArgR,atpH,-
ArgR,atpF,-
ArgR,atpE,-
ArgR,atpB,-
ArgR,atpI,-
ArgR,argE,-
ArgR,argE,-
ArgR,argC,-
ArgR,argC,-
ArgR,argB,-
ArgR,argB,-
ArgR,argH,-
ArgR,argH,-
ArgR,gltP,+
ArgR,phnP,+
ArgR,phnO,+
ArgR,phnN,+
ArgR,pyrI,-
ArgR,pyrB,-
ArgR,pyrL,-
ArgR,argI,-
ArgR,argI,-
ArgR,isrA,-
ArgR,ypfN,+
ArgR,yoeI,+
ArgR,yoeI,-
AccB,accB,-
AccB,accC,-
Fis,carA,+
Fis,carB,+
Fis,apaH,+
Fis,apaG,+
Fis,rsmA,+
Fis,pdxA,+
Fis,lpd,+
Fis,acnB,-
Fis,rrsH,+
Fis,ileV,+
Fis,alaV,+
Fis,rrlH,+
Fis,rrfH,+
Fis,aspV,+
Fis,thrW,+
Fis,queA,+
Fis,cyoE,+
Fis,cyoD,+
Fis,cyoC,+
Fis,cyoB,+
Fis,cyoA,+
Fis,hupB,-
Fis,lysT,+
Fis,valT,+
Fis,lysW,+
Fis,glnQ,-
Fis,dps,-
Fis,dmsA,-
Fis,dmsB,-
Fis,dmsC,-
Fis,pflB,-
Fis,pyrD,-
Fis,hyaA,-
Fis,hyaB,-
Fis,hyaC,-
Fis,hyaD,-
Fis,hyaE,-
Fis,hyaF,-
Fis,cbpM,-
Fis,cbpA,-
Fis,serX,+
Fis,ptsG,-
Fis,ptsG,+
Fis,ndh,+
Fis,hlyE,-
Fis,narK,-
Fis,narG,-
Fis,narH,-
Fis,narJ,-
Fis,narI,-
Fis,tyrT,+
Fis,tyrV,+
Fis,tpr,+
Fis,hns,+
Fis,adhE,+
Fis,topA,-
Fis,topA,+
Fis,ogt,-
Fis,trg,+
Fis,sra,+
Fis,gadB,-
Fis,gadC,-
Fis,marR,+
Fis,marA,+
Fis,marB,+
Fis,cspI,-
Fis,flxA,+
Fis,katE,-
Fis,osmE,-
Fis,yoaG,-
Fis,yeaR,-
Fis,mglC,-
Fis,mglA,-
Fis,proL,+
Fis,gyrA,-
Fis,nrdA,+
Fis,nrdB,+
Fis,yfaE,+
Fis,glpQ,+
Fis,glpT,+
Fis,glpA,+
Fis,glpB,+
Fis,glpC,+
Fis,nuoN,+
Fis,nuoM,+
Fis,nuoL,+
Fis,nuoK,+
Fis,nuoJ,+
Fis,nuoI,+
Fis,nuoH,+
Fis,nuoG,+
Fis,nuoF,+
Fis,nuoE,+
Fis,nuoC,+
Fis,nuoB,+
Fis,nuoA,+
Fis,argW,+
Fis,alaX,+
Fis,alaW,+
Fis,gltX,-
Fis,valU,+
Fis,valX,+
Fis,valY,+
Fis,lysV,+
Fis,guaB,-
Fis,guaA,-
Fis,grcA,+
Fis,rrfG,+
Fis,rrlG,+
Fis,gltW,+
Fis,rrsG,+
Fis,mazE,+
Fis,mazF,+
Fis,mazG,+
Fis,glyU,+
Fis,ssrS,+
Fis,ssrS,-
Fis,fau,-
Fis,fau,+
Fis,ansB,-
Fis,pheV,+
Fis,glcC,-
Fis,patA,+
Fis,patA,-
Fis,rnpB,+
Fis,metY,+
Fis,rimP,+
Fis,nusA,+
Fis,infB,+
Fis,rbfA,+
Fis,truB,+
Fis,rpsO,+
Fis,pnp,+
Fis,nanA,-
Fis,nanT,-
Fis,nanE,-
Fis,nanK,-
Fis,yhcH,-
Fis,rpsI,-
Fis,rplM,-
Fis,dusB,-
Fis,fis,-
Fis,rrfF,+
Fis,thrV,+
Fis,rrfD,+
Fis,rrlD,+
Fis,alaU,+
Fis,ileU,+
Fis,rrsD,+
Fis,crp,-
Fis,nirB,-
Fis,nirD,-
Fis,nirC,-
Fis,cysG,-
Fis,gadA,-
Fis,gadX,-
Fis,proK,+
Fis,cspA,+
Fis,xylF,-
Fis,xylG,-
Fis,xylH,-
Fis,xylR,-
Fis,aldB,-
Fis,mtlA,-
Fis,mtlD,-
Fis,mtlR,-
Fis,gyrB,-
Fis,bglG,-
Fis,bglF,-
Fis,bglB,-
Fis,rrsC,+
Fis,gltU,+
Fis,rrlC,+
Fis,rrfC,+
Fis,argX,+
Fis,hisR,+
Fis,leuT,+
Fis,proM,+
Fis,fadA,+
Fis,fadB,+
Fis,rrsA,+
Fis,ileT,+
Fis,alaT,+
Fis,rrlA,+
Fis,rrfA,+
Fis,glnG,+
Fis,glnL,+
Fis,glnA,+
Fis,trmA,+
Fis,rrsB,+
Fis,gltT,+
Fis,rrlB,+
Fis,rrfB,+
Fis,thrU,+
Fis,tyrU,+
Fis,glyT,+
Fis,thrT,+
Fis,tufB,+
Fis,hupA,+
Fis,rrsE,+
Fis,gltV,+
Fis,rrlE,+
Fis,rrfE,+
Fis,malE,+
Fis,malF,+
Fis,malG,+
Fis,acs,-
Fis,yjcH,-
Fis,actP,-
Fis,acs,-
Fis,yjcH,-
Fis,actP,-
Fis,nrfA,-
Fis,nrfB,-
Fis,nrfC,-
Fis,nrfD,-
Fis,nrfE,-
Fis,nrfF,-
Fis,nrfG,-
Fis,proP,+
Fis,fumB,-
Fis,pheU,+
Fis,msrA,-
Fis,leuX,+
Fis,leuQ,+
Fis,leuP,+
Fis,leuV,+
Fis,osmY,-
Fis,deoC,+
Fis,deoA,+
Fis,deoB,+
Fis,deoD,+
EnvR,acrA,-
EnvR,acrB,-
ZntR,zntA,+
Crp,sroD,+
Crp,thrL,-
Crp,thrA,-
Crp,thrB,-
Crp,thrC,-
Crp,thrL,+
Crp,thrA,+
Crp,thrB,+
Crp,thrC,+
Crp,caiF,+
Crp,caiE,+
Crp,caiD,+
Crp,caiC,+
Crp,caiB,+
Crp,caiA,+
Crp,caiT,+
Crp,fixA,+
Crp,fixB,+
Crp,fixC,+
Crp,fixX,+
Crp,araD,+
Crp,araA,+
Crp,araB,+
Crp,araC,+
Crp,hofC,+
Crp,hofB,+
Crp,ppdD,+
Crp,nadC,+
Crp,ampD,-
Crp,ampE,-
Crp,pdhR,+
Crp,aceE,+
Crp,aceF,+
Crp,lpd,+
Crp,lpd,-
Crp,acnB,+
Crp,gcd,-
Crp,hpt,+
Crp,yadG,+
Crp,yadG,-
Crp,yadH,+
Crp,yadH,-
Crp,yadI,-
Crp,sfsA,+
Crp,dksA,+
Crp,rof,-
Crp,yaeQ,-
Crp,arfB,-
Crp,nlpE,-
Crp,prpR,+
Crp,prpB,+
Crp,prpC,+
Crp,prpD,+
Crp,prpE,+
Crp,lacZ,+
Crp,lacY,+
Crp,lacA,+
Crp,lacZ,-
Crp,lacY,-
Crp,lacA,-
Crp,lacI,+
Crp,mhpR,+
Crp,mhpA,+
Crp,mhpB,+
Crp,mhpC,+
Crp,mhpD,+
Crp,mhpF,+
Crp,mhpE,+
Crp,yaiY,+
Crp,yaiZ,-
Crp,araJ,+
Crp,tsx,-
Crp,tsx,+
Crp,tsx,-
Crp,cyoE,+
Crp,cyoD,+
Crp,cyoC,+
Crp,cyoB,+
Crp,cyoA,+
Crp,hupB,+
Crp,nmpC,+
Crp,nmpC,-
Crp,entD,+
Crp,fepA,+
Crp,entC,+
Crp,entE,+
Crp,entB,+
Crp,entA,+
Crp,entH,+
Crp,cstA,+
Crp,cstA,-
Crp,rnk,-
Crp,citG,-
Crp,citX,-
Crp,citF,-
Crp,citE,-
Crp,citD,-
Crp,citC,-
Crp,dpiB,-
Crp,dpiA,-
Crp,cspE,+
Crp,cspE,-
Crp,nagB,-
Crp,nagA,-
Crp,nagC,-
Crp,umpH,-
Crp,nagB,+
Crp,nagA,+
Crp,nagC,+
Crp,umpH,+
Crp,nagE,+
Crp,nagE,-
Crp,chiP,+
Crp,ybfN,+
Crp,fur,+
Crp,gltA,+
Crp,gltA,-
Crp,sdhC,+
Crp,sdhD,+
Crp,sdhA,+
Crp,sdhB,+
Crp,sucA,+
Crp,sucB,+
Crp,sucC,+
Crp,sucD,+
Crp,sdhC,-
Crp,sdhD,-
Crp,sdhA,-
Crp,sdhB,-
Crp,sucA,-
Crp,sucB,-
Crp,sucC,-
Crp,sucD,-
Crp,sdhD,+
Crp,sdhA,+
Crp,sdhB,+
Crp,ybgS,+
Crp,galE,+
Crp,galE,-
Crp,galT,-
Crp,galT,+
Crp,galK,-
Crp,galK,+
Crp,galM,+
Crp,galM,-
Crp,modA,+
Crp,modB,+
Crp,modC,+
Crp,fiu,+
Crp,ybiP,-
Crp,ldtB,-
Crp,ybiS,+
Crp,ybiT,+
Crp,cspD,+
Crp,cspD,-
Crp,clpS,+
Crp,clpS,-
Crp,clpA,+
Crp,focA,+
Crp,pflB,+
Crp,serC,-
Crp,aroA,-
Crp,ompF,+
Crp,pncB,-
Crp,rmf,+
Crp,ompA,+
Crp,sxy,+
Crp,agp,+
Crp,putP,-
Crp,ycdZ,+
Crp,ycdZ,+
Crp,csgG,+
Crp,csgF,+
Crp,csgE,+
Crp,csgD,+
Crp,ptsG,+
Crp,ptsG,-
Crp,comR,-
Crp,bhsA,-
Crp,hlyE,+
Crp,dadA,+
Crp,dadX,+
Crp,ychH,+
Crp,ychH,-
Crp,ompW,-
Crp,ompW,-
Crp,sohB,-
Crp,acnA,+
Crp,puuD,-
Crp,puuR,-
Crp,puuC,-
Crp,puuB,-
Crp,puuE,-
Crp,pspA,-
Crp,pspB,-
Crp,pspC,-
Crp,pspD,-
Crp,pspE,-
Crp,pspA,+
Crp,pspB,+
Crp,pspC,+
Crp,pspD,+
Crp,pspE,+
Crp,ycjM,-
Crp,ycjM,+
Crp,ycjN,+
Crp,ycjN,-
Crp,ycjO,+
Crp,ycjO,-
Crp,ycjP,+
Crp,ycjP,-
Crp,ycjQ,+
Crp,ycjQ,-
Crp,ycjR,+
Crp,ycjR,-
Crp,ycjS,+
Crp,ycjS,-
Crp,ycjT,+
Crp,ycjT,-
Crp,ycjU,+
Crp,ycjU,-
Crp,ompG,+
Crp,ompG,-
Crp,feaR,+
Crp,feaB,+
Crp,paaZ,+
Crp,paaA,+
Crp,paaB,+
Crp,paaC,+
Crp,paaD,+
Crp,paaE,+
Crp,paaF,+
Crp,paaG,+
Crp,paaH,+
Crp,paaI,+
Crp,paaJ,+
Crp,paaK,+
Crp,aldA,+
Crp,aldA,-
Crp,mokB,-
Crp,trg,+
Crp,trg,-
Crp,gadB,-
Crp,gadC,-
Crp,lsrR,+
Crp,lsrK,+
Crp,lsrA,+
Crp,lsrC,+
Crp,lsrD,+
Crp,lsrB,+
Crp,lsrF,+
Crp,lsrG,+
Crp,tam,+
Crp,uxaB,+
Crp,marR,+
Crp,marA,+
Crp,marB,+
Crp,ynfK,+
Crp,mlc,-
Crp,mlc,+
Crp,fumC,+
Crp,fumC,+
Crp,fumC,-
Crp,fumC,+
Crp,fumA,+
Crp,fumA,-
Crp,fumA,+
Crp,manA,+
Crp,uidC,+
Crp,uidB,+
Crp,uidA,+
Crp,malI,+
Crp,malX,+
Crp,malY,+
Crp,sodB,-
Crp,chbG,+
Crp,chbF,+
Crp,chbR,+
Crp,chbA,+
Crp,chbC,+
Crp,chbB,+
Crp,gdhA,-
Crp,yeaC,-
Crp,msrB,-
Crp,gapA,+
Crp,fadD,+
Crp,manX,+
Crp,manX,-
Crp,manY,+
Crp,manY,-
Crp,manZ,+
Crp,manZ,-
Crp,cspC,-
Crp,cspC,+
Crp,yobF,-
Crp,yobF,+
Crp,flhC,-
Crp,flhC,+
Crp,flhD,-
Crp,flhD,+
Crp,flhD,+
Crp,flhC,+
Crp,araG,+
Crp,araF,+
Crp,yedP,+
Crp,mtfA,-
Crp,sbmC,+
Crp,mdtA,+
Crp,mdtB,+
Crp,mdtC,+
Crp,mdtD,+
Crp,baeS,+
Crp,baeR,+
Crp,mdtA,-
Crp,mdtB,-
Crp,mdtC,-
Crp,mdtD,-
Crp,baeS,-
Crp,baeR,-
Crp,gatD,+
Crp,gatD,-
Crp,gatD,+
Crp,gatC,+
Crp,gatC,-
Crp,gatC,+
Crp,gatB,+
Crp,gatB,-
Crp,gatB,+
Crp,gatA,+
Crp,gatA,-
Crp,gatA,+
Crp,gatZ,+
Crp,gatZ,-
Crp,gatZ,+
Crp,gatY,+
Crp,gatY,-
Crp,gatY,+
Crp,mlrA,+
Crp,cdd,+
Crp,cdd,+
Crp,preT,+
Crp,preA,+
Crp,mglB,+
Crp,mglA,+
Crp,mglC,+
Crp,mglB,-
Crp,mglA,-
Crp,mglC,-
Crp,galS,+
Crp,cirA,+
Crp,setB,-
Crp,yeiP,+
Crp,yeiQ,-
Crp,mepS,-
Crp,rtn,-
Crp,gyrA,+
Crp,ubiG,+
Crp,nrdA,+
Crp,nrdB,+
Crp,yfaE,+
Crp,glpQ,+
Crp,glpT,+
Crp,glpA,+
Crp,glpB,+
Crp,glpC,+
Crp,nuoN,-
Crp,nuoN,+
Crp,nuoM,-
Crp,nuoM,+
Crp,nuoL,-
Crp,nuoL,+
Crp,nuoK,-
Crp,nuoK,+
Crp,nuoJ,-
Crp,nuoJ,+
Crp,nuoI,-
Crp,nuoI,+
Crp,nuoH,-
Crp,nuoH,+
Crp,nuoG,-
Crp,nuoG,+
Crp,nuoF,-
Crp,nuoF,+
Crp,nuoE,-
Crp,nuoE,+
Crp,nuoC,-
Crp,nuoC,+
Crp,nuoB,-
Crp,nuoB,+
Crp,nuoA,-
Crp,nuoA,+
Crp,fadL,+
Crp,dsdX,+
Crp,dsdA,+
Crp,dsdA,+
Crp,mntH,+
Crp,nupC,+
Crp,yfeC,-
Crp,yfeC,+
Crp,yfeD,-
Crp,yfeD,+
Crp,ptsH,+
Crp,ptsI,+
Crp,crr,+
Crp,ptsH,-
Crp,ptsI,-
Crp,crr,-
Crp,ptsH,+
Crp,ptsI,+
Crp,crr,+
Crp,ucpA,-
Crp,murQ,+
Crp,murP,+
Crp,narQ,-
Crp,hyfA,+
Crp,hyfB,+
Crp,hyfC,+
Crp,hyfD,+
Crp,hyfE,+
Crp,hyfF,+
Crp,hyfG,+
Crp,hyfH,+
Crp,hyfI,+
Crp,hyfJ,+
Crp,hyfR,+
Crp,focB,+
Crp,guaB,+
Crp,guaA,+
Crp,guaB,+
Crp,guaA,+
Crp,guaB,-
Crp,guaA,-
Crp,xseA,-
Crp,xseA,+
Crp,csiE,+
Crp,rseC,+
Crp,rseB,+
Crp,rseA,+
Crp,rpoE,+
Crp,grcA,+
Crp,patZ,+
Crp,raiA,+
Crp,raiA,-
Crp,grpE,+
Crp,csiD,+
Crp,lhgO,+
Crp,gabD,+
Crp,gabT,+
Crp,gabP,+
Crp,srlA,+
Crp,srlE,+
Crp,srlB,+
Crp,srlD,+
Crp,gutM,+
Crp,srlR,+
Crp,gutQ,+
Crp,ascF,+
Crp,ascB,+
Crp,rpoS,+
Crp,rpoS,+
Crp,casA,-
Crp,casB,-
Crp,casC,-
Crp,casD,-
Crp,casE,-
Crp,cas1,-
Crp,cas2,-
Crp,mazF,+
Crp,mazE,+
Crp,relA,+
Crp,sdaC,-
Crp,sdaB,-
Crp,ygdG,+
Crp,ygdG,-
Crp,fucA,+
Crp,fucO,+
Crp,fucP,+
Crp,fucI,+
Crp,fucK,+
Crp,fucU,+
Crp,fucR,+
Crp,araE,+
Crp,ygeA,+
Crp,yqeF,-
Crp,gcvP,+
Crp,gcvH,+
Crp,gcvT,+
Crp,serA,+
Crp,serA,+
Crp,epd,+
Crp,pgk,+
Crp,epd,-
Crp,pgk,-
Crp,epd,+
Crp,pgk,+
Crp,fbaA,+
Crp,metK,-
Crp,galP,+
Crp,ansB,+
Crp,nupG,+
Crp,speC,-
Crp,glcD,-
Crp,glcE,-
Crp,glcF,-
Crp,glcG,-
Crp,glcB,-
Crp,glcA,-
Crp,glcD,+
Crp,glcE,+
Crp,glcF,+
Crp,glcG,+
Crp,glcB,+
Crp,glcA,+
Crp,glcC,+
Crp,glcC,-
Crp,ribB,-
Crp,glgS,+
Crp,rpsU,-
Crp,dnaG,+
Crp,dnaG,-
Crp,aer,+
Crp,ebgA,+
Crp,ebgC,+
Crp,fadH,+
Crp,ygjV,+
Crp,ygjV,-
Crp,uxaA,+
Crp,uxaA,-
Crp,uxaA,+
Crp,uxaC,+
Crp,uxaC,-
Crp,uxaC,+
Crp,exuT,+
Crp,tdcA,+
Crp,tdcB,+
Crp,tdcC,+
Crp,tdcD,+
Crp,tdcE,+
Crp,tdcF,+
Crp,tdcG,+
Crp,garK,+
Crp,garK,-
Crp,garR,+
Crp,garR,-
Crp,garL,-
Crp,garP,-
Crp,kbaZ,+
Crp,agaV,+
Crp,agaW,+
Crp,agaA,+
Crp,rpsO,-
Crp,truB,+
Crp,truB,-
Crp,rbfA,+
Crp,rbfA,-
Crp,rimP,+
Crp,nusA,+
Crp,infB,+
Crp,rimP,-
Crp,nusA,-
Crp,infB,-
Crp,metY,-
Crp,rimP,-
Crp,nusA,-
Crp,infB,-
Crp,rbfA,-
Crp,truB,-
Crp,rpsO,-
Crp,pnp,-
Crp,argG,+
Crp,argG,-
Crp,gltB,-
Crp,gltD,-
Crp,gltF,-
Crp,nanA,+
Crp,nanT,+
Crp,nanE,+
Crp,nanK,+
Crp,yhcH,+
Crp,rpsI,-
Crp,rplM,-
Crp,mdh,+
Crp,aaeB,+
Crp,aaeA,+
Crp,aaeX,+
Crp,aaeR,-
Crp,dusB,+
Crp,fis,+
Crp,yhfA,+
Crp,crp,+
Crp,crp,-
Crp,yhfK,-
Crp,pabA,+
Crp,pabA,-
Crp,fic,+
Crp,yhfG,+
Crp,yhfG,-
Crp,ppiA,+
Crp,ppiA,-
Crp,ppiA,-
Crp,tsgA,+
Crp,nirB,-
Crp,nirD,-
Crp,nirC,-
Crp,cysG,-
Crp,hofP,+
Crp,hofO,+
Crp,hofN,+
Crp,hofM,+
Crp,pck,+
Crp,pck,-
Crp,envZ,+
Crp,envZ,-
Crp,ompR,+
Crp,ompR,-
Crp,gntX,+
Crp,nfuA,+
Crp,gntT,+
Crp,malT,+
Crp,glpR,+
Crp,glpG,+
Crp,glpE,+
Crp,glpD,+
Crp,glgP,+
Crp,glgA,+
Crp,glgC,+
Crp,gntK,+
Crp,gntU,+
Crp,yhhW,+
Crp,yhhX,+
Crp,yhhX,-
Crp,ugpQ,+
Crp,ugpC,+
Crp,ugpE,+
Crp,ugpA,+
Crp,ugpB,+
Crp,rpoH,-
Crp,rpoH,+
Crp,gadE,-
Crp,gadF,-
Crp,mdtE,-
Crp,mdtF,-
Crp,gadA,-
Crp,gadX,-
Crp,dctA,+
Crp,eptB,-
Crp,cspA,-
Crp,xylB,+
Crp,xylA,+
Crp,xylF,+
Crp,xylG,+
Crp,xylH,+
Crp,xylR,+
Crp,malS,+
Crp,yiaJ,-
Crp,yiaK,+
Crp,yiaL,+
Crp,yiaM,+
Crp,yiaN,+
Crp,yiaO,+
Crp,lyxK,+
Crp,sgbH,+
Crp,sgbU,+
Crp,sgbE,+
Crp,aldB,+
Crp,yibH,+
Crp,yibH,-
Crp,yibI,+
Crp,yibI,-
Crp,mtlA,+
Crp,mtlD,+
Crp,mtlR,+
Crp,lldP,-
Crp,lldP,+
Crp,lldR,-
Crp,lldR,+
Crp,lldD,-
Crp,lldD,+
Crp,secB,+
Crp,gpsA,+
Crp,uhpT,+
Crp,uhpC,-
Crp,uhpC,+
Crp,uhpB,-
Crp,uhpB,+
Crp,uhpA,-
Crp,uhpA,+
Crp,ilvN,-
Crp,ilvN,+
Crp,ilvB,-
Crp,ilvB,+
Crp,ivbL,+
Crp,ivbL,-
Crp,ivbL,+
Crp,ilvB,+
Crp,ilvN,+
Crp,tnaC,+
Crp,tnaC,-
Crp,tnaA,+
Crp,tnaA,-
Crp,tnaB,+
Crp,bglG,+
Crp,bglF,+
Crp,bglB,+
Crp,rbsD,+
Crp,rbsD,-
Crp,rbsA,+
Crp,rbsA,-
Crp,rbsC,+
Crp,rbsC,-
Crp,rbsB,+
Crp,rbsB,-
Crp,rbsB,+
Crp,rbsK,+
Crp,rbsR,+
Crp,trxA,-
Crp,cyaA,-
Crp,ysgA,+
Crp,udp,+
Crp,udp,+
Crp,udp,-
Crp,rmuC,-
Crp,spf,-
Crp,glnG,+
Crp,glnG,-
Crp,glnL,+
Crp,glnL,-
Crp,glnA,+
Crp,glnA,-
Crp,fdoI,+
Crp,fdoI,-
Crp,fdoH,+
Crp,fdoH,-
Crp,fdoG,-
Crp,rhaD,+
Crp,rhaA,+
Crp,rhaB,+
Crp,rhaS,+
Crp,rhaR,+
Crp,rhaT,+
Crp,sodA,+
Crp,glpF,+
Crp,glpK,+
Crp,glpX,+
Crp,cytR,+
Crp,cytR,-
Crp,oxyR,+
Crp,hupA,+
Crp,zraS,+
Crp,zraR,+
Crp,aceB,-
Crp,aceA,-
Crp,aceK,-
Crp,psiE,-
Crp,malE,+
Crp,malF,+
Crp,malG,+
Crp,malE,-
Crp,malF,-
Crp,malG,-
Crp,malK,+
Crp,malK,-
Crp,lamB,+
Crp,lamB,-
Crp,malM,+
Crp,malM,-
Crp,acs,+
Crp,yjcH,+
Crp,actP,+
Crp,proP,-
Crp,proP,+
Crp,proP,+
Crp,melR,+
Crp,melR,-
Crp,melA,+
Crp,melB,+
Crp,dcuB,+
Crp,fumB,+
Crp,dcuR,+
Crp,aspA,+
Crp,dcuA,+
Crp,aspA,-
Crp,dcuA,-
Crp,hfq,-
Crp,hflX,-
Crp,hflK,-
Crp,hflC,-
Crp,ulaA,+
Crp,ulaB,+
Crp,ulaC,+
Crp,ulaD,+
Crp,ulaE,+
Crp,ulaF,+
Crp,rpsF,+
Crp,priB,+
Crp,rpsR,+
Crp,rplI,+
Crp,cpdB,+
Crp,cpdB,-
Crp,cysQ,+
Crp,mpl,+
Crp,treB,-
Crp,treC,-
Crp,idnD,+
Crp,idnO,+
Crp,idnT,+
Crp,idnR,+
Crp,idnK,+
Crp,fecA,+
Crp,fecB,+
Crp,fecC,+
Crp,fecD,+
Crp,fecE,+
Crp,yjhP,-
Crp,yjhP,+
Crp,yjhQ,+
Crp,yjhQ,-
Crp,nanS,+
Crp,nanM,+
Crp,nanC,+
Crp,gntP,+
Crp,uxuA,+
Crp,uxuB,+
Crp,uxuR,+
Crp,yjiY,+
Crp,osmY,-
Crp,osmY,+
Crp,yjjW,+
Crp,yjjW,-
Crp,yjjI,-
Crp,deoC,+
Crp,deoA,+
Crp,deoB,+
Crp,deoD,+
Crp,deoC,+
Crp,deoA,+
Crp,deoB,+
Crp,deoD,+
Crp,deoC,-
Crp,deoA,-
Crp,deoB,-
Crp,deoD,-
Crp,yaeP,-
Crp,mcaS,+
Crp,hokB,-
Crp,ryeA,-
Crp,cyaR,+
Crp,cyaR,-
Crp,ryhB,+
Crp,csrC,-
Crp,araH,+
Crp,yeiW,+
Crp,ybdD,-
Crp,ymjB,+
Crp,ymjB,-
Crp,yjhX,-
Crp,yjhX,+
Crp,ytjA,+
Crp,tisB,-
Crp,azuC,-
Crp,ykgR,+
OmpR,bolA,-
OmpR,nmpC,-
OmpR,ompF,+
OmpR,pgaD,-
OmpR,pgaC,-
OmpR,pgaB,-
OmpR,pgaA,-
OmpR,csgG,+
OmpR,csgF,+
OmpR,csgE,+
OmpR,csgD,+
OmpR,sra,-
OmpR,dtpA,+
OmpR,flhD,-
OmpR,flhC,-
OmpR,ompC,+
OmpR,fadL,-
OmpR,ecnB,-
OmpR,micF,+
OmpR,omrA,+
OmpR,omrB,+
MalT,malZ,+
MalT,malQ,+
MalT,malP,+
MalT,malS,+
MalT,malE,+
MalT,malF,+
MalT,malG,+
MalT,malK,+
MalT,lamB,+
MalT,malM,+
RtcR,rtcB,+
RtcR,rtcA,+
GlpR,glpQ,-
GlpR,glpT,-
GlpR,glpA,-
GlpR,glpB,-
GlpR,glpC,-
GlpR,glpD,-
GlpR,glpF,-
GlpR,glpK,-
GlpR,glpX,-
GntR,edd,-
GntR,eda,-
GntR,gntX,-
GntR,nfuA,-
GntR,gntT,-
GntR,gntK,-
GntR,gntU,-
GntR,idnD,-
GntR,idnO,-
GntR,idnT,-
GntR,idnR,-
GntR,idnK,-
NikR,nikA,-
NikR,nikB,-
NikR,nikC,-
NikR,nikD,-
NikR,nikE,-
NikR,nikR,-
ArsR,arsR,-
ArsR,arsB,-
ArsR,arsC,-
GadE,gadF,+
GadE,skp,+
GadE,lpxD,+
GadE,fabZ,+
GadE,lpxA,+
GadE,cyoE,+
GadE,cyoD,+
GadE,cyoC,+
GadE,cyoB,+
GadE,cyoA,+
GadE,lrp,+
GadE,gadB,+
GadE,gadC,+
GadE,gadB,+
GadE,gadC,+
GadE,fliC,+
GadE,rcsA,+
GadE,gnd,+
GadE,gltB,+
GadE,gltD,+
GadE,gltF,+
GadE,yhiM,+
GadE,hdeA,+
GadE,hdeB,+
GadE,yhiD,+
GadE,hdeA,+
GadE,hdeB,+
GadE,yhiD,+
GadE,hdeD,+
GadE,hdeD,+
GadE,gadE,+
GadE,gadE,+
